id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist,,,,,,,,,,,,
1vMA3PTm4RP5ObFutJ80QY,0.3879999999999999,0.187,0,-20.997,1,0.0796,0.95,0.186,0.1169999999999999,0.0595,109.497,Drake,,,,,,,,,,,,
2mraPnR8PKKxAJcEsegfiY,0.216,0.1369999999999999,2,-16.922,1,0.0387,0.5429999999999999,0.8079999999999999,0.103,0.1119999999999999,78.025,Drake,,,,,,,,,,,,
3SZLtkoHoECHHuOnNkNCuS,0.436,0.562,11,-6.106,1,0.0278,0.0102,0.000278,0.198,0.24,150.066,Ed Sheeran,,,,,,,,,,,,
38iU2jg98IZZEIJPrP7aWD,0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.2019999999999999,0.45,131.951,Britney Spears,,,,,,,,,,,,
7Dyq1bhhjknLKEGg4k5NLr,0.648,0.722,0,-4.813,0,0.0427,0.0103,0,0.24,0.389,132.97299999999998,Britney Spears,,,,,,,,,,,,
1MXmaCZEtfPrCbtYjJIbzl,0.627,0.713,11,-5.656,0,0.0612,0.226,0,0.107,0.53,119.929,Britney Spears,,,,,,,,,,,,
5cCAZS9VhLGEDV4NCfieeg,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,Britney Spears,,,,,,,,,,,,
38casNXY2G39SZRUjALtcY,0.818,0.71,10,-5.716,1,0.0472,0.0753,0.0239,0.0581,0.7909999999999999,145.97,Britney Spears,,,,,,,,,,,,
5Zvzva2gweeEU46XEeeFSa,0.772,0.768,11,-4.52,0,0.0741,0.0414,0,0.0903,0.713,119.959,Britney Spears,,,,,,,,,,,,
1gilYs9AY8a75q275GTkiY,0.644,0.7340000000000001,2,-5.234,0,0.0554,0.175,0,0.0484,0.56,124.988,Britney Spears,,,,,,,,,,,,
0IH4zvPl1szWeMwzPR0QhD,0.777,0.71,0,-4.717,1,0.0919,0.0295,0,0.192,0.6729999999999999,129.945,Britney Spears,,,,,,,,,,,,
6fbb7VBPUjqicVq9XG7s3i,0.731,0.674,0,-5.599,0,0.0452,0.00613,0,0.369,0.305,125.938,Britney Spears,,,,,,,,,,,,
2qbhijQG7phGVHkPt22fTP,0.679,0.813,0,-5.237,1,0.295,0.0621,0,0.272,0.642,125.033,Britney Spears,,,,,,,,,,,,
5AcTuYSmbmcZA8kiLE4bAR,0.757,0.733,7,-4.722,1,0.0511,0.178,4.47e-06,0.1009999999999999,0.552,119.984,Britney Spears,,,,,,,,,,,,
6T689Jvh5KrSXyaPtUWZtQ,0.696,0.7340000000000001,7,-5.294,1,0.0298,0.0485,0,0.183,0.711,107.987,Britney Spears,,,,,,,,,,,,
30pIRfkIrvI88LaXReJ6HJ,0.856,0.743,4,-4.71,0,0.054,0.085,0,0.0739,0.833,120.006,Britney Spears,,,,,,,,,,,,
6I0qecpzVh73WBMty1Ln02,0.7290000000000001,0.797,10,-4.77,0,0.0278,0.122,0.00117,0.155,0.722,110.005,Britney Spears,,,,,,,,,,,,
2w3PyJC61SAVM7KR6tyDwF,0.722,0.622,11,-5.426,0,0.0321,0.0114,1.64e-06,0.0664,0.787,122.038,Britney Spears,,,,,,,,,,,,
37nrVLa3bsKIc9c2NChf0h,0.6509999999999999,0.964,11,-4.446,0,0.0507,0.000255,0.00678,0.23,0.7829999999999999,124.994,Britney Spears,,,,,,,,,,,,
05S5yY7H0WuiQsEhrtjQj5,0.787,0.672,1,-4.375,1,0.21,0.171,0,0.0805,0.591,103.038,Chris Brown,,,,,,,,,,,,
2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,John Legend,,,,,,,,,,,,
61Qhe2mHSLhUE04QeK4lkD,0.446,0.701,9,-4.179,0,0.0295,0.0298,8.89e-06,0.0931,0.3939999999999999,159.958,Kelly Clarkson,,,,,,,,,,,,
3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.4039999999999999,131,Kelly Clarkson,,,,,,,,,,,,
0AKAxdNkwq9ZxRdW1DN9zW,0.5479999999999999,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.1969999999999999,0.425,90.04799999999999,Kelly Clarkson,,,,,,,,,,,,
3f3omU8n47Mqyab5nCaGyT,0.583,0.584,5,-5.362,0,0.0314,0.254,0,0.123,0.136,140.039,Kelly Clarkson,,,,,,,,,,,,
5Canmwvufsc7bMM3v2c286,0.648,0.917,2,-4.304,0,0.0605,0.000886,6.44e-06,0.0828,0.73,126.012,Kelly Clarkson,,,,,,,,,,,,
4qGGfl1Y4pLeerhRaI2MIq,0.3939999999999999,0.691,10,-5.124,0,0.0359,0.0195,0,0.3939999999999999,0.314,200.027,Kelly Clarkson,,,,,,,,,,,,
4WMLLrgrDyjyoMinuvnxsm,0.48,0.614,5,-4.62,1,0.0301,0.128,0,0.327,0.17,141.816,Kelly Clarkson,,,,,,,,,,,,
25sA1vM4BFkTb5cJGWftFo,0.75,0.888,0,-4.524,1,0.0426,0.0147,1.11e-06,0.0759,0.935,115.973,Kelly Clarkson,,,,,,,,,,,,
3lmcmfMOfVyjqnmI4rNQDA,0.62,0.92,1,-4.697,0,0.0408,0.00163,0,0.23,0.5720000000000001,105.038,Kelly Clarkson,,,,,,,,,,,,
0VqopspNyQ1E7jstiPhosf,0.622,0.764,9,-4.957,0,0.0363,0.0158,0,0.0891,0.642,88.984,Kelly Clarkson,,,,,,,,,,,,
7Egfyy8U2dj5458iDESXuz,0.546,0.841,7,-4.589,0,0.0374,0.00503,4.8e-05,0.0971,0.175,99.325,Kelly Clarkson,,,,,,,,,,,,
30bC3YZlG6JggfU5A6xoaI,0.466,0.226,7,-8.913,1,0.0287,0.91,5.89e-06,0.956,0.238,107.07,Kelly Clarkson,,,,,,,,,,,,
0XfuvxptNRVoEWp7SaneV8,0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982,Kelly Clarkson,,,,,,,,,,,,
4f2aGfZngFF8lQ5pgw9xPV,0.502,0.938,9,-3.114,1,0.13,0.00098,0,0.318,0.35,144.077,Kelly Clarkson,,,,,,,,,,,,
4V1CkliK51CC4yrqBtFfgs,0.475,0.7709999999999999,10,-3.777,1,0.0336,0.00276,0,0.126,0.147,142.216,Kelly Clarkson,,,,,,,,,,,,
7sbJNaGVPJJHVLMQVlXAzd,0.347,0.947,9,-2.429,1,0.2319999999999999,0.00753,0,0.187,0.475,177.91,Kelly Clarkson,,,,,,,,,,,,
76s0yDfINBdTdiykbpERjz,0.633,0.866,11,-3.633,1,0.0443,0.0103,0,0.2269999999999999,0.696,100.007,Kelly Clarkson,,,,,,,,,,,,
7ceIquYtiTYlgSSm7PqUf9,0.209,0.872,9,-2.996,1,0.0757,0.217,0,0.0768,0.294,78.139,Kelly Clarkson,,,,,,,,,,,,
2Qy9mq0Mni21vCDonPTLLq,0.615,0.76,2,-5.651,1,0.0542,0.000349,0,0.182,0.52,139.92,Kelly Clarkson,,,,,,,,,,,,
0Rds869nra2HPvOqX3x29J,0.467,0.579,4,-4.886,1,0.0289,0.1969999999999999,0,0.118,0.121,106.982,Kelly Clarkson,,,,,,,,,,,,
4C39s84SSywoPCS5CFkR6E,0.604,0.948,4,-2.517,0,0.052,0.000757,0,0.0853,0.6659999999999999,99.992,Kelly Clarkson,,,,,,,,,,,,
6LP3BiaxUPoCWVloD1eL2s,0.588,0.943,0,-3.9,1,0.0622,0.000801,0,0.139,0.557,121.986,Kelly Clarkson,,,,,,,,,,,,
4xO2JaKHYncKDD32wlGZbd,0.595,0.87,7,-3.385,1,0.0699,0.047,0,0.0419,0.634,159.977,Kelly Clarkson,,,,,,,,,,,,
4H5KO0f104iczkwFGtSGCp,0.6729999999999999,0.868,11,-4.147,1,0.0728,0.0145,0,0.612,0.444,122.085,Kelly Clarkson,,,,,,,,,,,,
7iyEkOtE4RzSXKymu0MDA2,0.75,0.8370000000000001,0,-4.952,1,0.086,0.0397,3.33e-06,0.0693,0.754,138.002,Kelly Clarkson,,,,,,,,,,,,
0Qu9XOgMc7WPwSq5w6Fe2j,0.317,0.41,0,-5.715,1,0.0319,0.162,0,0.157,0.266,58.287,Kelly Clarkson,,,,,,,,,,,,
1dDNz8h95Gsu0W4QdxVVln,0.705,0.911,2,-4.873,1,0.0717,0.00592,0.00154,0.0603,0.8029999999999999,113.032,Justin Timberlake,,,,,,,,,,,,
3G81fQKp3zRnw1mzLmjSKi,0.7879999999999999,0.826,6,-2.15,0,0.0394,0.133,0,0.401,0.759,118.077,Kanye West,,,,,,,,,,,,
4B2OBiujRa2RtJI1QSQZ0S,0.733,0.917,2,-6.014,0,0.0592,0.0086,0.498,0.0844,0.858,128.009,Justin Timberlake,,,,,,,,,,,,
3djbxMJ65WWum2tc2WVDN6,0.682,0.8809999999999999,7,-3.966,0,0.0542,0.000359,0.768,0.149,0.667,127.995,Justin Timberlake,,,,,,,,,,,,
2U16VVN9XZmHXLyHBuzzoU,0.0798,0.205,0,-16.158,0,0.0463,0.8859999999999999,0.0282,0.083,0.0455,72.391,Adele,,,,,,,,,,,,
0t2PJIJJWlXXyAHNATNwNB,0.574,0.8059999999999999,1,-3.692,0,0.486,0.204,0,0.221,0.74,179.366,Eminem,,,,,,,,,,,,
1u9JGgSgZUzhPdC13cTsKj,0.521,0.757,3,-4.398,0,0.0761,0.0361,6.330000000000001e-05,0.0539,0.527,165.882,Beyonce,,,,,,,,,,,,
1PyzBCGeF7cOtV6u7iNvNA,0.192,0.107,3,-22.601,1,0.0474,0.986,0.0499,0.102,0.0348,130.667,Drake,,,,,,,,,,,,
3lorUmWUMAslJ12l2dBMi6,0.175,0.145,11,-24.106,1,0.0466,0.993,0.7,0.084,0.0393,141.365,Drake,,,,,,,,,,,,
37SClbye7IOCdtYUdlAfnq,0.0958,0.204,1,-21.643,1,0.0436,0.995,0.612,0.0967,0.0524,82.62200000000001,Drake,,,,,,,,,,,,
552X4trltR09zplotHbbel,0.245,0.181,9,-18.893,1,0.0397,0.991,0.139,0.0666,0.0377,64.461,Drake,,,,,,,,,,,,
6L0bHTV6hf9UL6uCezlJCC,0.182,0.828,7,-7.278,1,0.0806,0.00356,0,0.0546,0.4270000000000001,187.937,Post Malone,,,,,,,,,,,,
0OkJEjqtoRWYfNpt1z3jWO,0.5529999999999999,0.447,7,-7.953,1,0.1159999999999999,0.807,0,0.387,0.649,87.251,John Legend,,,,,,,,,,,,
0ZHsC8YoNPVSsLJy2WZMdV,0.726,0.8170000000000001,9,-6.675,1,0.0384,0.0149,0.2019999999999999,0.0864,0.8540000000000001,130.012,Sia,,,,,,,,,,,,
2zyR8giYxRwjKngmI8GTD3,0.711,0.917,9,-6.976,1,0.0601,0.307,0.351,0.1639999999999999,0.964,130.412,Sia,,,,,,,,,,,,
4MljR3I4OHNlB39BOdhvsf,0.654,0.8740000000000001,5,-4,0,0.0532,0.0104,0,0.552,0.38,130.018,Kanye West,,,,,,,,,,,,
7xViZs9g3vi1ITx1RjRr0a,0.544,0.13,6,-19.532,1,0.0574,0.539,0,0.0958,0.662,56.594,Usher,,,,,,,,,,,,
2QsZVnbWVSjKMXK6K3uRBL,0.657,0.629,6,-4.938,1,0.0782,0.1939999999999999,0,0.254,0.726,93.985,Usher,,,,,,,,,,,,
1NCSa6QvClPVe7KqsqjnMn,0.85,0.732,0,-4.337,1,0.168,0.2189999999999999,1.01e-06,0.0407,0.931,98.019,Usher,,,,,,,,,,,,
3rYil4c9oKuTVUBquB1izZ,0.627,0.675,6,-5.477,1,0.0526,0.00438,0,0.0766,0.519,89.973,Usher,,,,,,,,,,,,
7J41dYQolQJEtj3UmKLu5r,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,Usher,,,,,,,,,,,,
2PSIKR8QBagtU9yVdGqbY9,0.789,0.831,2,-4.269,0,0.0568,0.0226,3.18e-05,0.0458,0.907,97.317,Usher,,,,,,,,,,,,
0CBh4pQtYpm6vzqnUZKDsg,0.835,0.8109999999999999,10,-5.537,0,0.1689999999999999,0.033,1.98e-06,0.0278,0.777,97.967,Usher,,,,,,,,,,,,
5PCJldueshnwqQVjS16543,0.7929999999999999,0.568,1,-4.958,1,0.0459,0.0478,3.5700000000000014e-05,0.0304,0.8059999999999999,100.005,Usher,,,,,,,,,,,,
7i18nLcndculH8hpc7PnZ7,0.426,0.1169999999999999,10,-19.213,0,0.0721,0.8490000000000001,0,0.196,0.293,87.413,Usher,,,,,,,,,,,,
2pvpgsrLLPrADZpbngZbt6,0.601,0.623,8,-6.43,1,0.0348,0.534,0,0.307,0.243,120.049,Usher,,,,,,,,,,,,
1JQJxZ8qnkltxt7rU60Wa6,0.664,0.706,8,-7.593,1,0.0463,0.1169999999999999,7.15e-06,0.3229999999999999,0.645,87.958,Usher,,,,,,,,,,,,
2gfpyDt6g0OQNWJqFm3bHB,0.7709999999999999,0.606,9,-7.025,0,0.081,0.0147,0,0.1009999999999999,0.73,93.966,Usher,,,,,,,,,,,,
0UaTXy2I8q2BxRPGmFwAoY,0.807,0.569,9,-6.36,0,0.0526,0.28,0,0.215,0.961,144.17,Usher,,,,,,,,,,,,
3KkxYjVDCdiLkJ2ETnrhr2,0.703,0.76,5,-6.054,0,0.17,0.1159999999999999,0,0.213,0.894,90.989,Usher,,,,,,,,,,,,
1JWd374FLuXj4ajrrwbkES,0.762,0.7959999999999999,5,-7.01,0,0.0699,0.00371,0.00859,0.359,0.926,109.037,Usher,,,,,,,,,,,,
78yeBO2dRjNrG8QKxtrUKe,0.728,0.629,10,-12.885,0,0.0624,0.0325,0.823,0.148,0.84,94.045,Drake,,,,,,,,,,,,
7udo4dOBJeZEEPq8qq1646,0.518,0.3289999999999999,1,-11.327,1,0.0489,0.2339999999999999,0.882,0.139,0.442,86.39200000000002,Drake,,,,,,,,,,,,
2Qd5fAcEqHWRp1EWi5zoaw,0.476,0.63,8,-11.757,0,0.2339999999999999,0.0837,0.281,0.115,0.19,187.981,Drake,,,,,,,,,,,,
3meOFjIKGSwTAjfByLL7Mf,0.81,0.69,1,-9.089,0,0.374,0.138,0,0.143,0.514,101.845,Drake,,,,,,,,,,,,
3yrzoAPUJpmYIgfCq2VP0x,0.759,0.188,0,-18.32,1,0.336,0.405,0.9,0.11,0.527,99.014,Drake,,,,,,,,,,,,
6stGistBqcTj3ZpKq8aMZT,0.6579999999999999,0.53,3,-6.715,0,0.0336,0.00425,0.857,0.233,0.359,114.492,Drake,,,,,,,,,,,,
04MdojgLB03Ct5i8KyGwbU,0.67,0.256,11,-6.649,1,0.2,0.00995,0.000163,0.139,0.499,85.484,Drake,,,,,,,,,,,,
40g4gfKehGKEZXvhwZKlWa,0.496,0.293,11,-11.304,1,0.0389,0.0949,0.87,0.0987,0.0743,81.395,Drake,,,,,,,,,,,,
76DvOPLBsAXSoRJkA6D4y2,0.547,0.384,2,-14.86,0,0.0594,0.515,0.337,0.178,0.6559999999999999,95.558,Drake,,,,,,,,,,,,
0GhM0VDSJLxo1po5DosNiK,0.679,0.504,6,-11.46,1,0.223,0.0379,0.0763,0.0977,0.6809999999999999,92.967,Drake,,,,,,,,,,,,
2MAyGB3UgAbbT1Fjc7b7aA,0.763,0.728,7,-4.944,1,0.326,0.00677,1.22e-05,0.0915,0.362,105.923,Beyonce,,,,,,,,,,,,
6fmeXejj4CNkAQ78yao7oE,0.865,0.8290000000000001,0,-6.981,0,0.315,0.0673,0,0.253,0.6509999999999999,96.511,Beyonce,,,,,,,,,,,,
7hrrhtzmyTcULmNlYlcxJO,0.682,0.939,9,-4.054,0,0.284,0.226,0.000315,0.346,0.615,93.81,Beyonce,,,,,,,,,,,,
6V1nOgkrGmr6Wx1x4RQ6Bc,0.474,0.6829999999999999,7,-5.585,1,0.397,0.00161,0.000123,0.309,0.509,169.51,Beyonce,,,,,,,,,,,,
63THThIOBNIl93zs8JuAfk,0.456,0.742,2,-8.39,1,0.481,0.0534,0.000223,0.0837,0.428,168.507,Beyonce,,,,,,,,,,,,
5UhR5ud9gS6n0PgzsjZmQd,0.81,0.386,1,-7.846,1,0.311,0.0529,0.00944,0.0969,0.506,157.91899999999995,Beyonce,,,,,,,,,,,,
3IAyQMTYOsspp9p1htFSak,0.6829999999999999,0.703,1,-5.154,1,0.0585,0.0043,1.49e-05,0.0599,0.3779999999999999,98.953,Beyonce,,,,,,,,,,,,
5fJZwKCPUicgfqkmh1R8ES,0.7959999999999999,0.568,10,-7.071,0,0.0631,0.0833,1.11e-05,0.256,0.7290000000000001,107.034,Beyonce,,,,,,,,,,,,
1G7DcLzPnopdZjLkev0K4e,0.5760000000000001,0.6970000000000001,10,-4.192,1,0.326,0.0286,1.15e-06,0.1669999999999999,0.501,175.90599999999995,Beyonce,,,,,,,,,,,,
7zt3bDTgxn03ZfV9xHqOs5,0.3779999999999999,0.565,6,-5.388,1,0.0493,0.648,0,0.13,0.482,102.131,Beyonce,,,,,,,,,,,,
2RWxrpsFshOBFwRBRstUlQ,0.705,0.7959999999999999,7,-6.845,1,0.267,0.0708,0,0.3879999999999999,0.8640000000000001,166.042,Beyonce,,,,,,,,,,,,
77gJJRBPXayT0IfxOW1aHi,0.264,0.175,2,-17.12,1,0.0394,0.7,0.00431,0.0854,0.0356,104.119,Drake,,,,,,,,,,,,
1VzHxyWDcs5o9SdnYLh7CE,0.308,0.3339999999999999,7,-13.346,1,0.0367,0.611,0.00798,0.0945,0.156,125.5,Drake,,,,,,,,,,,,
2PgMZ7bTKe3OBgHKbjYn2R,0.401,0.449,8,-14.59,1,0.0516,0.304,0.00255,0.123,0.5479999999999999,102.243,Drake,,,,,,,,,,,,
355AOdwSEsTNwRtIGVwH7C,0.4370000000000001,0.0075,2,-26.887,0,0.0514,0.973,0.0223,0.087,0.1939999999999999,100.294,Drake,,,,,,,,,,,,
75uGjyRfevb3LxsrpiDZK7,0.405,0.0254,3,-26.079,1,0.0395,0.979,0.0378,0.118,0.1119999999999999,102.302,Drake,,,,,,,,,,,,
0yiKQHRGC1Fy61C783IMhK,0.3929999999999999,0.387,0,-18.547,0,0.0408,0.532,0.0454,0.703,0.528,133.543,Drake,,,,,,,,,,,,
4I8VuiQvipBwvx0BHDUdhb,0.337,0.652,8,-9.464,1,0.089,0.33,0.693,0.423,0.472,96.206,Drake,,,,,,,,,,,,
0wL9CDiDzLa5etUVkrVvUx,0.405,0.722,5,-9.841,0,0.06,0.38,0.721,0.722,0.648,141.895,Drake,,,,,,,,,,,,
2FuVcWZDhSOROlPig0vZSG,0.302,0.357,11,-12.713,1,0.0573,0.8390000000000001,0.858,0.638,0.282,101.162,Drake,,,,,,,,,,,,
5bSTfNox9emCb7oV1eXU8z,0.3989999999999999,0.6579999999999999,8,-8.956,0,0.121,0.541,0.851,0.134,0.531,101.731,Drake,,,,,,,,,,,,
2ZVwjCwdS8Fn3lku2mqX2O,0.308,0.573,11,-8.654,0,0.0442,0.584,0.629,0.52,0.434,102.137,Drake,,,,,,,,,,,,
1G9UeLfUy0rrLrfu8AW9In,0.178,0.894,5,-9.235,0,0.632,0.00168,0.725,0.687,0.457,77.248,Drake,,,,,,,,,,,,
6Rym3syjI9ZjTzdBFupks6,0.349,0.795,8,-5.013,0,0.354,0.0707,0,0.481,0.552,178.05900000000003,Drake,,,,,,,,,,,,
0385HqYimoTQaHZP17KwG1,0.738,0.7759999999999999,1,-4.808,1,0.0392,0.0234,0.0018,0.0775,0.608,127.984,Rihanna,,,,,,,,,,,,
6VObnIkLVruX4UVyxWhlqm,0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,Adele,,,,,,,,,,,,
6xmfLN1386DVM7OtAF1et1,0.261,0.327,9,-8.455,1,0.0435,0.691,5.59e-06,0.123,0.3329999999999999,165.363,Beyonce,,,,,,,,,,,,
2kEKjn1NCOpv1dC3rEtxbr,0.0864,0.104,0,-22.193,0,0.0474,0.887,0.0293,0.0591,0.0396,83.428,Adele,,,,,,,,,,,,
5Iou7Rqg6u7MpKAa3Lna9S,0.563,0.794,4,-5.089,0,0.311,0.0362,1.18e-06,0.26,0.5539999999999999,97.932,Beyonce,,,,,,,,,,,,
5K2KULsCmTqvvV8Lz0cegk,0.498,0.6859999999999999,7,-5.573,0,0.255,0.12,1.17e-05,0.0917,0.58,80.292,Beyonce,,,,,,,,,,,,
6OoZMY1vNcYmqqzdWLRKdo,0.857,0.633,2,-4.255,1,0.205,0.172,5.27e-05,0.149,0.6990000000000001,92.977,Beyonce,,,,,,,,,,,,
3WQVqWBuZ5eEviHYrJa3eC,0.873,0.59,7,-5.213,0,0.221,0.0836,0,0.0827,0.904,100.005,Beyonce,,,,,,,,,,,,
7Hz87DF2VCuSVS2iO1z0Nr,0.6,0.831,7,-12.294,1,0.375,0.144,0.5760000000000001,0.7,0.123,170.104,Beyonce,,,,,,,,,,,,
10OaEuICuFoKLq48NoMblA,0.401,0.769,2,-8.319,1,0.158,0.000263,0.000458,0.327,0.402,99.226,Beyonce,,,,,,,,,,,,
2NTp1e0sRMHiw368rfCGvE,0.485,0.813,2,-7.528,1,0.114,0.00174,1.09e-05,0.406,0.4029999999999999,85.16,Beyonce,,,,,,,,,,,,
0QRxJvOohS8yiGC1n98uFM,0.127,0.409,2,-13.089,1,0.0417,0.124,1.82e-06,0.6829999999999999,0.0782,79.904,Beyonce,,,,,,,,,,,,
6oHexA34fw1WfswjIEA1hd,0.677,0.871,5,-9.134,0,0.433,0.0237,0,0.956,0.419,121.904,Beyonce,,,,,,,,,,,,
6pLlQE4Ypn9zQBCe16UskF,0.512,0.336,3,-27.432,0,0.892,0.994,0.011,0.8909999999999999,0.5429999999999999,69.318,Beyonce,,,,,,,,,,,,
1GWk2MHsycvbyOFaWFiOMk,0.418,0.7290000000000001,7,-11.479,1,0.481,0.00981,0,0.966,0.193,129.254,Beyonce,,,,,,,,,,,,
6YyMbzAUPJLaGcldbEKmXB,0.456,0.551,5,-15.779,1,0.465,0.257,1.14e-06,0.731,0.489,123.718,Beyonce,,,,,,,,,,,,
5yZEkyUXbyFCHzrQTH5Ssw,0.389,0.866,1,-7.544,1,0.128,0.0332,0,0.4320000000000001,0.377,141.851,Beyonce,,,,,,,,,,,,
76raxY6tmyR6mi9xcWCFk7,0.555,0.6759999999999999,1,-11.151,1,0.0762,0.018,0.0474,0.721,0.14,95.174,Beyonce,,,,,,,,,,,,
4LzdggfUuKAK5zypoKnueZ,0.341,0.836,5,-8.933,0,0.282,0.0197,7.38e-06,0.33,0.5720000000000001,141.236,Beyonce,,,,,,,,,,,,
7eOG24Nx7j4nI3f9nOZTOi,0.574,0.845,9,-7.406,1,0.1639999999999999,0.0276,0.00029,0.387,0.486,145.921,Beyonce,,,,,,,,,,,,
6ma6Oe9PrzJsckdCebJoFM,0.5870000000000001,0.764,8,-9.322,1,0.215,0.079,2.1e-06,0.7759999999999999,0.446,137.013,Beyonce,,,,,,,,,,,,
6GuC3CHgZ9ieTQ97kanZdO,0.598,0.6920000000000001,9,-9.48,1,0.223,0.0298,0,0.69,0.537,129.819,Beyonce,,,,,,,,,,,,
09B7V52vjEWVsSr5f1OfoL,0.5870000000000001,0.732,9,-9.208,0,0.18,0.0158,0,0.969,0.3829999999999999,136.084,Beyonce,,,,,,,,,,,,
4SOMdd14MtsvtfzsYtmqcR,0.726,0.255,11,-18.138,1,0.596,0.133,1.75e-05,0.0747,0.445,90.056,Beyonce,,,,,,,,,,,,
3oDyaLtPpORasVR7atUHIa,0.581,0.618,4,-11.109,0,0.3389999999999999,0.0138,0.147,0.428,0.385,149.832,Beyonce,,,,,,,,,,,,
2NbffhNltorifsuY5doB1l,0.304,0.8079999999999999,4,-8.711,0,0.142,0.000951,1.04e-05,0.537,0.106,137.947,Beyonce,,,,,,,,,,,,
62vR9bMq3tP0lfyrMtpujE,0.418,0.821,4,-6.96,0,0.145,0.0143,0,0.721,0.184,88.31,Beyonce,,,,,,,,,,,,
1XTQkWboabpxxyR7iMKsEJ,0.452,0.487,0,-11.767,1,0.0461,0.0101,0.0039,0.698,0.103,123.43,Beyonce,,,,,,,,,,,,
6UjGaeKbCidE98bpLgwIym,0.685,0.628,9,-12.981,0,0.4539999999999999,0.0649,0,0.31,0.409,88.007,Beyonce,,,,,,,,,,,,
2iGIBnofyVatf7cjtyIGlI,0.667,0.741,7,-10.832,1,0.0553,0.00232,1.48e-06,0.426,0.638,104.848,Beyonce,,,,,,,,,,,,
06iMNM7Q9kX93yBKXb7K8H,0.7020000000000001,0.8170000000000001,1,-8.644,1,0.102,0.00646,0,0.467,0.6940000000000001,100.003,Beyonce,,,,,,,,,,,,
6u0WV2PHrzRjLO8BtRpme7,0.496,0.485,10,-9.339,0,0.0299,0.000688,0,0.647,0.555,80.108,Beyonce,,,,,,,,,,,,
7oGFmPGaF5txE4cjL4HyR4,0.519,0.636,0,-11.539,1,0.504,0.149,1.06e-06,0.672,0.922,81.167,Beyonce,,,,,,,,,,,,
2k0mXTwotQpZKIOIhGwekv,0.57,0.805,0,-9.217,1,0.293,0.00413,0,0.557,0.4429999999999999,167.334,Beyonce,,,,,,,,,,,,
632ikkYPSHSHA5udZeuKvk,0.519,0.884,7,-8.077,1,0.369,0.00294,0,0.943,0.693,167.345,Beyonce,,,,,,,,,,,,
7Id9WVdUZXIK1jchXxvRH3,0.7709999999999999,0.684,6,-8.742,1,0.141,0.00534,2.66e-06,0.7,0.154,105.968,Beyonce,,,,,,,,,,,,
5IIK4FDTsmQwkNqVuKJgi7,0.555,0.84,1,-11.97,1,0.309,0.0338,0.0648,0.373,0.238,134.52100000000002,Beyonce,,,,,,,,,,,,
6Ssx5QXWAsjruGKCQwf9Jp,0.6629999999999999,0.8909999999999999,5,-8.775,0,0.181,0.00271,0.000153,0.778,0.483,126.546,Beyonce,,,,,,,,,,,,
716IzgeD9yjfCiZuG9aG4i,0.721,0.892,8,-8.606,1,0.207,0.0351,0.000212,0.575,0.416,118.982,Beyonce,,,,,,,,,,,,
1q0xjWLQOnAbfQa3XzhyYc,0.4920000000000001,0.6659999999999999,5,-7.338,0,0.11,0.0285,0,0.503,0.304,138.668,Beyonce,,,,,,,,,,,,
2PEtWLQmzJuGzQFkkZIdP3,0.493,0.82,8,-8.333,1,0.531,0.013,0,0.846,0.47,155.232,Beyonce,,,,,,,,,,,,
7Bd6JQ2Evmeuw4cPYUtcEz,0.8220000000000001,0.935,11,-7.741,0,0.344,0.011,0,0.379,0.396,97.02,Beyonce,,,,,,,,,,,,
071lw34NhXIV26mskQZ4MB,0.639,0.93,9,-6.626,1,0.168,0.00563,0,0.956,0.573,96.944,Beyonce,,,,,,,,,,,,
7uro2suZC8IiPIcTSiqhRQ,0.593,0.425,5,-20.286,0,0.943,0.963,7.76e-06,0.6970000000000001,0.439,133.506,Beyonce,,,,,,,,,,,,
7idYtPogV73zodBoWqvxkf,0.317,0.855,7,-8.415,1,0.627,0.0515,0,0.897,0.184,175.72400000000005,Beyonce,,,,,,,,,,,,
74ADo1aVXYrzDDwwNcENns,0.414,0.928,2,-9.326,0,0.206,0.00285,0.00036,0.941,0.466,104.855,Beyonce,,,,,,,,,,,,
7LikBkHerFGZ58QHVOKp1t,0.713,0.8420000000000001,6,-5.424,0,0.0984,0.0686,0,0.341,0.435,102.968,Beyonce,,,,,,,,,,,,
4M0zSSz4blcDv8g4apuVfJ,0.6559999999999999,0.743,5,-6.413,0,0.0552,0.0134,0.000606,0.2689999999999999,0.196,95.327,Beyonce,,,,,,,,,,,,
6bPGkmE3Y9LBHzbtcO9ULG,0.7120000000000001,0.812,1,-5.427,1,0.0533,0.00164,0.0054,0.122,0.161,128.007,Kelly Clarkson,,,,,,,,,,,,
